OBJECTID,contract_number,contract_description,contractor_id,contractor_name,contract_status,contract_type,contract_subtype,last_modified,original_amount,revised_amount,vendor_id,vendor_name,objectid_1,aging,,,
1689,91100695,NATURE CENTER SITE PLANNING                       ,7433,R S GURSKY INC,CLOSED,GS   (GEN SERV),,2011/02/04 00:00:00+00,40000,40000,10043,"SCHULTZ & WILLIAMS, INC.",1688,90+,,,
1690,92100314,MOBILE PAYMENT OPTION FOR HOURLY PARKING          ,34391,"SIGN SYSTEMS OF ASHEVILLE, LLC",POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,59999.98,59999.98,15130,"PASSPORT LABS, INC.",1689,31-60,,,
1691,91100569,OKIE DOKIE - PUBLIC WORKS HOLIDAY LUNCH           ,11204,GEORGIA FOUNTAIN CO.,CLOSED,GS   (GEN SERV),,2010/11/17 00:00:00+00,1606.5,1606.5,8422,OKIE DOKIES SMOKEHOUSE,1690,61-90,,,
1692,91600158,MILLS RIVER WTP CAMERAS UPDATED WITH MONITOR      ,1055,FAST SIGNS,CLOSED,GS   (GEN SERV),,2017/05/10 00:00:00+00,6346.49,6346.49,16084,"SAGE SECURITY SOLUTIONS, LLC",1691,31-60,,,
1693,92000283,ABIO CONTRACT FOR COMM LEADERSHIP -ADE PROJECT    ,16363,"TRACI JONES DESIGN, LLC",CLOSED,GS   (GEN SERV),SERVICE,2021/06/08 00:00:00+00,95000,95000,32168,"ARTISTS DESIGNING EVOLUTION, LLC",1692,31-60,,,
1694,91100438,CLEANING & REPAIRING VARIOUS TENNIS COURTS        ,23909,IRONWOOD STUDIOS LLC,CLOSED,GS   (GEN SERV),,2010/09/20 00:00:00+00,17720,17720,7014,WHALEN TENNIS COMPANY,1693,61-90,,,
1695,91100041,WRISTBAND SALES                                   ,16143,"CLARK'S PRINTING SERVICE, INC.",CLOSED,GS   (GEN SERV),,2010/07/01 00:00:00+00,2000,2000,2925,XI DELTA RHO CHAP BETA SIGMA P,1694,90+,,,
1696,91100313,WEED & SEED RESOURCE PROVIDER                     ,10921,"LANDAUER, INC.",CLOSED,GS   (GEN SERV),,2010/08/10 00:00:00+00,2000,2000,2142,ASHEVILLE GREENWORKS,1695,61-90,,,
1697,91600062,BROKERAGE SERVICES FOR REAL PROPERTY ACQ./DISP.   ,24478,"MADRID'S MAINTENANCE MANAGEMENT SOLUTIONS, INC",CLOSED,GS   (GEN SERV),,2018/06/07 00:00:00+00,5000,0,19506,DEWEY INC.,1696,61-90,,,
1698,91800242,CAROLINA SMALL BUS. CDBG WESTERN WOMEN FY 17-18   ,1343,ICI DOOR CONTROL,CLOSED,HUD (GEN SERV-HUD),CDBG,2018/08/07 00:00:00+00,85000,85000,20617,CAROLINA SMALL BUSINESS DEVELOPMENT FUND,1697,1-30,,,
1699,91100354,RENEWAL OF DECISIONTREE API & PRIORITY PLACES     ,24937,SLATE COMMUNICATIONS,CLOSED,GS   (GEN SERV),,2010/08/25 00:00:00+00,12000,12000,7950,AZAVEA,1698,1-30,,,
1700,91100155,TEMPORARY SERVICES AGREEMENT WITH THE COA         ,15816,SCHINDLER ELEVATOR CORPORATION,CLOSED,GS   (GEN SERV),,2010/08/19 00:00:00+00,248052,0,5298,FIRST AT BLUE RIDGE,1699,31-60,,,
1701,91200327,BILTMORE AVENUE PARKING GARAGE                    ,11303,"BLUE SKIES CONSTRUCTION AND RENOVATION, INC.",CLOSED,PRO  (PRO SERVIC),,2012/11/20 00:00:00+00,3200,119799.82,4574,KIMLEY-HORN AND ASSOCIATES,1700,1-30,,,
1702,91500206,CEDAR ST BRIDGE ANALYSIS AND PROJECT MANAGEMENT   ,27269,BROWNE BORTZ & CODDINGTON INC,CLOSED,PRO  (PRO SERVIC),,2015/06/03 00:00:00+00,7000,6831.45,18791,WSP USA CORP.,1701,1-30,,,
1703,91600035,C2 FINANCIAL INVESTMENT                           ,190,ALARM SERVICES OF ASHEVILLE INC.,CLOSED,GS   (GEN SERV),,2017/06/07 00:00:00+00,29999,25000,12085,"C2 INVESTMENT GROUP, INC.",1702,1-30,,,
1704,91600090,REPLACE CHLORINATOR & CONTROLLER - SPLASHVILLE    ,22107,"DEMOCRACYAPPS, INC  ",CLOSED,CON  (CONSTUCT/R),,2016/02/26 00:00:00+00,7450,7450,13352,"LEGACY COMMERCIAL POOL SERVICES, INC.",1703,90+,,,
1705,92000438,9 WALDEN RIDGE LEASE - OWNER REASSIGNMENT         ,41,ASHEVILLE AREA HABITAT FOR HUM,POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,20248.05,175483.1,34400,"JAVID M BAKSH  DBA AYAH NOORA, LLC",1704,1-30,,,
1706,91100309,ASBESTOS REMOVAL @ SR OPPORTUNITY CENTER          ,19647,"THOMAS CONSTRUCTION CO., INC.",CLOSED,GS   (GEN SERV),,2010/08/10 00:00:00+00,960,960,3574,MOUNTAIN ENVIRONMENTAL SERVICE,1705,31-60,,,
1707,91700317,SOUTH BUNCOMBE PUMP STATION MOTOR PUMP #1 REPAIR  ,6524,SUNGARD PUBLIC SECTOR,CLOSED,GS   (GEN SERV),,2017/05/10 00:00:00+00,5106.19,5106.19,20473,"BRIGMAN ELECTRIC SALES AND SERVICE, LLC",1706,90+,,,
1708,91100800,HAULING ASPHALT FOR PAVING CREWS                  ,34239,"TEPEYAC CONSULTING,INC.",CLOSED,PRO  (PRO SERVIC),,2019/03/27 00:00:00+00,70000,68483.75,7654,HAMILTON HAULING LLC,1707,61-90,,,
1709,91200241,CONSULTANT FOR FLEET ANALYSIS                     ,7213,"PARTNERS UNLIMITED,INC,",CLOSED,LW   (DON'T USE),,2015/03/02 00:00:00+00,41000,35000,13357,"MERCURY ASSOCIATES, INC.",1708,1-30,,,
1710,91800076,TRANSPORTATION DATA COLLECTION SERVICES           ,19829,THE SEGAL COMPANY (WESTERN STATES) INC.,CLOSED,GS   (GEN SERV),,2018/06/08 00:00:00+00,5000,5000,22628,"JOHN DAVENPORT ENGINEERING, INC.",1709,31-60,,,
1711,92000226,SPF-RFDG AFRICAN AMERICAN CULTURE HERITAGE PROJECT,4723,EDWARDS-PITMAN ENVIRONMENTAL,POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,5000,5000,33443,RIVER FRONT DEVELOPMENT GROUP,1710,Current,,,
1712,91600084,LEASE FOR HEALTH SERVICES BUILDING                ,37222,CHONZIE INC,CLOSED,LS   (LEASE SVCS),,2016/06/10 00:00:00+00,48830.79,5584.46,11468,KEVIN T & LISA A FOX,1711,31-60,,,
1713,91000530,REBUILDING TURTLE POND EXHIBIT                    ,37844,DR. MATTHEW ALAN MAHAR,CLOSED,GS   (GEN SERV),,2019/03/27 00:00:00+00,16900,17959.9,10408,"PANTEN, RICHARD NELSON",1712,31-60,,,
1714,91400066,SECURITY SERVICE FOR NORTH FORK WTP               ,20722,COLIN BAENZIGER,CLOSED,GS   (GEN SERV),,2015/06/10 00:00:00+00,29500,29079.56,11227,G4S SECURE SOLUTIONS (USA) INC.,1713,61-90,,,
1715,91800294,FLOOD STUDY                                       ,28417,GENTRY HEATING LLC,CLOSED,PRO  (PRO SERVIC),,2018/05/21 00:00:00+00,10020,10020,11478,NC WILDLIFE RESOURCES COMMISSION,1714,31-60,,,
1716,92000178,19-20 SPF GRANT FOR BOUNTIFUL CITIES              ,7864,BENTLEY SYSTEMS INC.,CLOSED,GS   (GEN SERV),,2020/06/15 00:00:00+00,3333,3333,26385,BOUNTIFUL CITIES PROJECT INC,1715,61-90,,,
1717,91900247,FY19 DOWNTOWN CLEANING                            ,10759,"RAFFERTY, ADAM",CLOSED,GS   (GEN SERV),,2021/06/14 00:00:00+00,260132,452403.84,31363,WNC LANDSCAPING LLC,1716,90+,,,
1718,91600352,ACTUARIAL STUDIES FOR OPEB                        ,10701,"ACCELERATION TOURING, INC.",CLOSED,GS   (GEN SERV),,2017/06/07 00:00:00+00,7250,6980,7666,CAVANAUGH MACDONALD,1717,1-30,,,
1719,91000267,CONFIDENTIAL SHREDDING SERVICES                   ,37098,"SUNRISE COMMUNITY FOR RECOVERY & WELLNESS, INC",CLOSED,GS   (GEN SERV),,2012/06/28 00:00:00+00,780,748,6895,SHRED-IT US JV LLC,1718,90+,,,
1720,91900255,OPEN TOWN HALL CONTINUATION. NEW VENDOR NAME.     ,1964,OTIS ELEVATOR COMPANY,CLOSED,GS   (GEN SERV),,2019/06/28 00:00:00+00,9500,19500,30854,"OPENGOV, INC",1719,31-60,,,
1721,91100437,RECYCLING PILOT PROGRAM                           ,8578,SHANNON CASSON,CLOSED,GENERAL,,2012/06/27 00:00:00+00,7200,17227.9,558,CURBSIDE MANAGEMENT INC,1720,90+,,,
1722,92000089,"GRAPHIC DESIGN,MARKETING/OUTREACH ON ART MAPS     ",586,"MOORE ENTERTAINMENT, INC.",CLOSED,GS   (GEN SERV),,2020/04/27 00:00:00+00,38000,43117.25,32617,"SMARTMAPS, INC.",1721,Current,,,
1723,92100323,RESURFACE FIRE STATION 8 APPARATUS BAY FLOOR .    ,10446,WILBUR SMITH ASSOCIATES,CLOSED,CON  (CONSTUCT/R),,2021/11/14 00:00:00+00,43616,65980.39,36272,FIRST VICTORY INC,1722,1-30,,,
1724,91100661,RECHARGE OF FIRE EXTINGUISHERS (REF CONT#91000383),29521,"AUDIO COMMUNICATIONS SYSTEMS, INC",CLOSED,GENERAL,,2012/06/27 00:00:00+00,500,385.15,6103,ASHEVILLE FIRE PROTECTION CO I,1723,90+,,,
1725,91100127,BC 10 STAGE MANAGER                               ,8008,JODI CLERE,CLOSED,GS   (GEN SERV),,2010/07/08 00:00:00+00,575,575,2091,DANNY PHILLIPS,1724,Current,,,
1726,91500127,COMMUNITY SATISFACTION SURVEY                     ,6940,"SKYRUNNER,INC",CLOSED,GS   (GEN SERV),,2015/12/18 00:00:00+00,16000,11050,8352,THE NATIONAL CITIZEN SURVEY,1725,1-30,,,
1727,91500155,PROPANE FOR GENERATOR SITES AT PUMP STATIONS IN WP,7499,"NEW DIMENSIONS IN PAVEMENT MARKINGS, INC.",CLOSED,GS   (GEN SERV),,2018/05/25 00:00:00+00,14000,13658.63,8768,SOUTHERN STATES COOPERATIVE,1726,31-60,,,
1728,91000495,                                                  ,6842,SITEWORK STUDIOS,CLOSED,LS   (LEASE SVCS),,2010/08/19 00:00:00+00,12398.22,12398.22,7274,M7 EVENT SOLUTIONS,1727,31-60,,,
1729,91500072,SUPPORT & TROUBLESHOOTING FOR GIS & MAXIMO SPATIAL,6651,TYLER CLARKE,CLOSED,GS   (GEN SERV),,2015/06/09 00:00:00+00,6400,6400,11749,"STARBOARD CONSULTING, LLC.",1728,61-90,,,
1730,91500231,CONSTRUCTION OBSERVATION AND MATERIALS TESTING    ,30943,HILLARY MANNION,CLOSED,PRO  (PRO SERVIC),,2016/06/02 00:00:00+00,42000,49961.19,12332,"WOOD ENVIRONMENT & INFRASTRUCTURE SOLUTIONS, INC.",1729,Current,,,
1731,91200121,SOUND REINFORCEMENT SYSTEM/CIVIC CENTER           ,19668,"WILDE ACRE LANDSCAPES, INC.",CLOSED,CON  (CONSTUCT/R),,2012/07/31 00:00:00+00,418461.03,419421.74,12353,SPL INTEGRATED SOLUTIONS,1730,61-90,,,
1732,91200304,DRAPES & INSTALLATION AT STEPHEN LEE CENTER       ,148,ASHEVILLE CITY SCHOOLS,CLOSED,GS   (GEN SERV),,2012/04/20 00:00:00+00,11086.67,11086.67,13940,CREATIVE DECOR,1731,1-30,,,
1733,91800250,PHASE I-FEASIBILITY STUDY-AVL GREENWAY CONNECTIONS,30854,"OPENGOV, INC",CLOSED,PRO  (PRO SERVIC),,2020/04/29 00:00:00+00,120000,24912,20175,"ALTA PLANNING & DESIGN, INC.",1732,Current,,,
1734,92200316,BLUE CARD: INCIDENT COMMAND TRAINING              ,14931,"STRICKLAND WATERPROOFING COMPANY, INC.",POSTED,GS   (GEN SERV),,2022/02/09 00:00:00+00,7214.3,7214.3,23665,"ACROSS THE STREET PRODUCTIONS, INC.",1733,90+,,,
1735,91700373,SPRING TREE PLANTING                              ,34357,"EXCAVATING UNLIMITED OF NC, LLC",CLOSED,GS   (GEN SERV),,2018/08/14 00:00:00+00,14790,14790,2142,ASHEVILLE GREENWORKS,1734,Current,,,
1736,91100317,OTIS ELEVATOR CONTRACT                            ,7978,OVERHEAD DOOR COMPANY OF FOOTH,CLOSED,GS   (GEN SERV),,2019/04/30 00:00:00+00,69283.56,582048.91,1964,OTIS ELEVATOR COMPANY,1735,61-90,,,
1737,91000573,ANIMAL PLATFORMS & BEDDING AREAS                  ,2925,XI DELTA RHO CHAP BETA SIGMA P,CLOSED,GS   (GEN SERV),,2010/08/19 00:00:00+00,9037,9037,10461,BLUE ROSE BUILDERS LLC,1736,31-60,,,
1738,91400196,ROW ACQUISITION FOR HENDERSONVILLE RD SIDEWALK CON,29633,"MIDWEST MAINTENANCE, INC.",CLOSED,GS   (GEN SERV),,2015/10/12 00:00:00+00,180000,59725,18117,TELECOMMUNICATION & INDUSTRIAL CONSULTING SERVICES,1737,61-90,,,
1739,91700083,MOWING IN VARIOUS COA PARKS                       ,8957,SITE DEVELOPMENT CORPORATION,CLOSED,GS   (GEN SERV),,2019/10/03 00:00:00+00,31740,94059.26,25250,MS LEAN,1738,Current,,,
1740,91100410,WESTERN CAROLINA GARAGE DOOR COMPANY              ,11641,*** DO NOT USE ** USE VENDOR # 1188,CLOSED,GS   (GEN SERV),,2012/06/26 00:00:00+00,100,1477.5,2791,WESTERN CAROLINA GARAGE DOOR C,1739,31-60,,,
1741,91800433,FLEET TESTING                                     ,0,0,CLOSED,PRO  (PRO SERVIC),,2021/06/09 00:00:00+00,7500,12612.99,12332,"WOOD ENVIRONMENT & INFRASTRUCTURE SOLUTIONS, INC.",1740,31-60,,,
1742,91600073,PAYMENT FOR ANNEXATION LOST REVENUE               ,38578,"UB HOLDINGS, LLC",CLOSED,GS   (GEN SERV),,2017/06/06 00:00:00+00,28852.35,34737.41,2340,SKYLAND VOLUNTEER FIRE DEPT,1741,31-60,,,
1743,91400094,ENGINEERING-INNSBROOK/MAPLEWOOD/MTN CREST/PATTON C,6524,SUNGARD PUBLIC SECTOR,CLOSED,PRO  (PRO SERVIC),,2021/10/04 00:00:00+00,180000,137933.16,9156,MICHAEL BAKER ENGINEERING INC,1742,1-30,,,
1744,91500059,TOWER SITE AUDIT                                  ,38380,PARKING LOGIX INC,CLOSED,PRO  (PRO SERVIC),,2015/05/27 00:00:00+00,7200,7200,10827,"VERTICAL SOLUTIONS, INC.",1743,90+,,,
1745,92000320,RADIO ADVERTISING FOR PARKING SERVICES            ,9222,FERRELL GAS,CLOSED,GS   (GEN SERV),,2020/06/02 00:00:00+00,24000,4000,25143,"SAGA COMMUNICATIONS OF NC,LLC",1744,31-60,,,
1746,91100551,POSTAGE WATER RESOURCES                           ,24482,"NOVUS BEW ASHEVILLE, LLC",CLOSED,GS   (GEN SERV),,2010/11/10 00:00:00+00,24000,24000,3204,MAIL MANAGEMENT SERVICES,1745,61-90,,,
1747,91400274,CARRIER ROOF TO HVAC UNIT REPLACE 29 HAYWOOD ST   ,34359,CITIZEN OBSERVER LLC,CLOSED,CON  (CONSTUCT/R),,2014/04/30 00:00:00+00,12645,12645,1188,M B HAYNES CORPORATION,1746,Current,,,
1748,91100810,ASHEVILLE SIDEWALK IMPROVEMENTS ARRA TIP U-5186   ,19966,"JOHNSON PRICE SPRINKLE, PA",CLOSED,CON  (CONSTUCT/R),,2012/05/10 00:00:00+00,56069.62,53976.78,9262,"MOORE & SONS SITE CONTRACTORS, INC.",1747,61-90,,,
1749,91800292,WOOD AVE - WALL DESIGN - NHSW                     ,2803,WEST PUBLISHING COMPANY,CLOSED,PRO  (PRO SERVIC),,2020/04/16 00:00:00+00,9790,7234.99,29332,"GENTRY GEOTECHNICAL ENGINEERING, PLLC",1748,61-90,,,
1750,91000632,ADDING FUNDS FOR JUNE & AUGUST INVOICES           ,8070,SUMMIT LANDSCAPE & NURSERY,CLOSED,LS   (LEASE SVCS),,2010/08/19 00:00:00+00,13927,31402,3394,ONTARIO INVESTMENTS INC,1749,Current,,,
1751,91100790,BOLTON CONSTRUCTION                               ,19133,INTERNATIONAL ASSOC OF FIREFIGHTERS,CLOSED,GS   (GEN SERV),,2012/01/03 00:00:00+00,112000,112917,1650,"BOLTON CONSTRUCTION AND SERVICE OF WNC, INC.",1750,61-90,,,
1752,92200331,MODELING AND OPERATIONS SUPPORT                   ,11157,"US SECURITY ASSOCIATES, INC.",CREATED,PRO  (PRO SERVIC),SUPPLMNTL ON CALL,2022/02/25 00:00:00+00,15000,15000,16675,"HAZEN AND SAWYER, D P.C.",1751,90+,,,
1753,91500149,ASHEVILLE SUSTAINABLE PROJECT - SPF  FY 14-15     ,37306,IPC PAVING LLC,CLOSED,GS   (GEN SERV),,2016/06/10 00:00:00+00,5000,5000,19645,APPALACHIAN SUSTAINAINABLE AGRICULTURE PROJECT,1752,90+,,,
1754,92100457,NUTRITION GRANT COMMUNITY PROJECT 2021            ,23888,"HILLS MACHINERY COMPANY,LLC",POSTED,GS   (GEN SERV),,2022/02/22 00:00:00+00,0,10000,33707,"THOMAS LEE PRIESTER, JR.",1753,90+,,,
1755,91200077,BELE CHERE PERFORMER - BIG GIGANTIC               ,34018,"MARSHALL AND ASSOCIATES, INC.",CLOSED,ENT  (ENTERTAIN),,2011/07/26 00:00:00+00,7500,8000,12126,"BIG GIGANTIC, LLC",1754,61-90,,,
1756,91700406,PREVENTATIVE MAINTENANCE PLAN FOR GYM EQUIPMENT   ,7306,MOUNTAIN MARIONETTES,CLOSED,GS   (GEN SERV),,2019/04/18 00:00:00+00,1720,1720,27572,PROMAXIMA MANUFACTURING LLC,1755,Current,,,
1757,91000537,MOWING OF EAST DISTRICT                           ,10420,"MAGELLAN STRATEGY GROUP, LLC",CLOSED,GS   (GEN SERV),,2012/08/30 00:00:00+00,8022,99260,6055,RIVERTOP CONTRACTING INC,1756,31-60,,,
1758,91500291,SECURITY CAMERAS FOR WILLIAM DEBRUHL WTP          ,1316,HARRYS CADILLAC-PONTIAC-GMC,CLOSED,GS   (GEN SERV),,2017/05/10 00:00:00+00,14466.5,14302.08,16084,"SAGE SECURITY SOLUTIONS, LLC",1757,Current,,,
1759,92200136,FULL CONDITION BREAKER REPAIR AT MILLS RIVER WTP  ,11788,"STREETLINE, INC.",POSTED,GS   (GEN SERV),,2021/08/16 00:00:00+00,12525,12525,10652,CONSOLIDATED ELECTRICAL DIST.,1758,Current,,,
1760,91900177,FIRE STATION 13 PROFESSIONAL SERVICES 2           ,32900,"WTAPS, LLC",POSTED,PRO  (PRO SERVIC),,2021/08/20 00:00:00+00,456583,950565,13938,"ADW ARCHITECTS, PA",1759,90+,,,
1761,92200291,INTERIOR GATEWAY FOR THE STEPHENS LEE ALUMNI      ,34307,MELISSA A. ANDERSON,POSTED,CON  (CONSTUCT/R),,2022/01/13 00:00:00+00,29602,29602,14084,"BEVERLY-GRANT, INC.",1760,90+,,,
1762,91100157,BC ENTERTAINER                                    ,25838,DAYBREAK INC.,CLOSED,ENT  (ENTERTAIN),,2010/07/12 00:00:00+00,300,300,10778,"WATSON, KELLIN",1761,31-60,,,
1763,91100578,REPAIR OF FITNESS EQUIPMENT                       ,10067,"MULLER, MARGARET",CLOSED,GS   (GEN SERV),,2014/06/13 00:00:00+00,428,1663.76,11357,"YAPLE, GERALD P.",1762,Current,,,
1764,92100302,SOFTWARE LICENSING/ CRIME ANALYSIS (ACCURINT)     ,6078,DANA BIERCE,POSTED,GS   (GEN SERV),,2022/01/07 00:00:00+00,36050,73181.5,25110,LEXISNEXIS RISK SOLUTIONS FL INC.,1763,1-30,,,
1765,91500299,FENCING ON NORTH SIDE OF CH                       ,16143,"CLARK'S PRINTING SERVICE, INC.",CLOSED,CON  (CONSTUCT/R),,2016/05/18 00:00:00+00,2840.41,2840.41,193,ASHEVILLE CONTRACTING COMPANY,1764,90+,,,
1766,91400284,SECURITY CAMERAS AT WATER MAINT. FACILITY         ,19133,INTERNATIONAL ASSOC OF FIREFIGHTERS,CLOSED,GS   (GEN SERV),,2015/06/10 00:00:00+00,14868.58,14134.02,16084,"SAGE SECURITY SOLUTIONS, LLC",1765,31-60,,,
1767,91400291,NATURE CENTER A&B SHINGLE                         ,28,ASHEVILLE VAULT SERV INC DBA,CLOSED,CON  (CONSTUCT/R),,2014/06/02 00:00:00+00,23100,23100,18205,"SPARTAN ROOFING CO., INC.",1766,90+,,,
1768,91800062,PARK RIDGE HEALTH: ANNUAL FF PHYSICALS & XRAYS    ,22654,READ TO SUCCEED ASHEVILLE,CLOSED,GS   (GEN SERV),,2018/12/04 00:00:00+00,77125,80230,25047,"FLETCHER HOSPITAL, INC, DBA  ADVENTHEALTH  HENDERS",1767,90+,,,
1769,91100059,STAFFING BEVERAGE STATION                         ,6432,ATLANTA BREAD COMPANY,CLOSED,GS   (GEN SERV),,2010/07/01 00:00:00+00,5000,5000,2109,PHI BETA LAMBDA OF AB TECH,1768,90+,,,
1770,91000639,GALLAGHER BENEFITS                                ,19829,THE SEGAL COMPANY (WESTERN STATES) INC.,CLOSED,GENERAL,,2012/09/05 00:00:00+00,24000,24000,10619,GALLAGHER BENEFITS,1769,1-30,,,
1771,92100510,CAPACITY BUILDING TRAINING FOR MWBES AMND 1       ,30461,DOMOKUR ARCHITECTS INC,POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,40000,40000,37387,"INTERISE,INC",1770,90+,,,
1772,92200228,FY 21/22 MBW OPPORTUNITY AVL                      ,34004,"AMANO MCGANN, INC.",POSTED,HUD (GEN SERV-HUD),CDBG,2021/11/01 00:00:00+00,100000,100000,7947,MOUNTAIN BIZWORKS INC,1771,1-30,,,
1773,91100774,REMOVAL AND REINSTALLATION OF CHESS TOPS          ,5919,KATE GUZY,CLOSED,GS   (GEN SERV),,2011/05/18 00:00:00+00,600,850,7403,STEFAN ANDREAS BONITZ DBA,1772,31-60,,,
1774,91600114,ACTUATOR AND CONTROLLER FOR NORTH FORK WTP        ,3179,MATTHEW CHARLES JACOBS,CLOSED,GS   (GEN SERV),,2015/09/25 00:00:00+00,5377,5377,2664,THE PERKINSON COMPANY,1773,1-30,,,
1775,91700180,PLYMOVENT: M&R OF FIRE STATION EXHAUST REMOVAL    ,8373,"PAYNE, MCGINN & CUMMINS INC",CLOSED,GS   (GEN SERV),,2019/10/15 00:00:00+00,12353.38,38568.31,178,AIR CLEANING SPECIALISTS INC,1774,61-90,,,
1776,92100132,MASTER ON-CALL PLANT PROJECTS                     ,30201,RISK VERSITY LLC,POSTED,PRO  (PRO SERVIC),MASTER ON CALL,2021/08/20 00:00:00+00,1,1,16589,CDM SMITH,1775,31-60,,,
1777,92100477,ESIGNATURE AND FORM AUTOMATION PLATFORM- SEAMLESS ,37340,"WP SKYLAND MF-NC OWNER, LLC",CLOSED,GS   (GEN SERV),,2021/07/19 00:00:00+00,15015,15015,21649,BIZODO INC.,1776,Current,,,
1778,91900362,PREVENTATIVE MAINT AT PUMP STATION GENERATORS     ,19978,"BULLINGTON CONSTRUCTION, INC.",CLOSED,GS   (GEN SERV),,2020/06/15 00:00:00+00,19800.48,19793.49,3385,CUMMINS ATLANTIC LLC,1777,1-30,,,
1779,91000462,ELECTRICAL WORK FOR ATHLETIC FIELDS               ,10477,GREENE'S CONSTRUCTION COMPANY,CLOSED,GS   (GEN SERV),,2012/06/27 00:00:00+00,5000,46312.78,1188,M B HAYNES CORPORATION,1778,Current,,,
1780,92100111,APPLICANT BACKGROUND SCREENING                    ,5444,ASHEVILLE STAFFING RESOURCES,POSTED,GS   (GEN SERV),,2021/12/16 00:00:00+00,12000,30500,13138,"WOLFE AND ASSOCIATES, INC.",1779,31-60,,,
1781,92000418,WAYFINDING SIGNS CHANGE FROM USCC TO HCCA         ,12150,"SADDLEBROOK CONSTRUCTION, INC.",CLOSED,GS   (GEN SERV),,2020/06/10 00:00:00+00,26974,0,10352,BUNCOMBE CO TOURISM DEVELOPMENT AUTHORITY,1780,61-90,,,
1782,91800072,SPF PROJECT LIGHTENUP GETTING BACK FY 17-18       ,30774,KYLE KIRKPATRICK,POSTED,GS   (GEN SERV),STRATEGIC PARTNER,2021/08/20 00:00:00+00,3500,3500,19132,PROJECT LIGHTEN UP,1781,1-30,,,
1783,91900388,REED CREEK EXT.  STARNES TO ELIZABETH - FEASIBILIT,37459,"PEN-LINK,LTD",CLOSED,PRO  (PRO SERVIC),EXEMPTION,2021/03/10 00:00:00+00,5000,3890,31262,"ADVANTAGE CIVIL ENGINEERING, PA",1782,90+,,,
1784,92100445,VANCE MONUMENT REMOVAL                            ,38363,"GRANICUS, LLC",POSTED,CON  (CONSTUCT/R),,2021/11/08 00:00:00+00,125565,125565,37222,CHONZIE INC,1783,61-90,,,
1785,91600297,ANNUAL ENTRY-LEVEL TEST MATERIAL (FIRE AND POLICE),37341,"ZENCITY TECHNOLOGIES US, INC",CLOSED,GS   (GEN SERV),,2021/06/11 00:00:00+00,10000,24941.3,8204,FIRE & POLICE SELECTION INC,1784,Current,,,
1786,91600182,NEP AREA 1 PROJECT ENGINEERING                    ,4174,CAROLINA MOUNTAIN ROOFING,CLOSED,PRO  (PRO SERVIC),,2021/05/24 00:00:00+00,698780,680328.92,1706,MCGILL ASSOCIATES PA,1785,61-90,,,
1787,91000410,VETERINARY SERVICES                               ,11106,"HUDSON, KELLY E.",CLOSED,PRO  (PRO SERVIC),,2010/12/01 00:00:00+00,0,3200,8916,BETH N RHYNE,1786,61-90,,,
1788,91100163,                                                  ,20976,TRANSUNION RISK AND ALTERNATIVE DATA SOLUTIONS INC,CLOSED,GENERAL,,2010/07/14 00:00:00+00,212.5,212.5,10343,INFINITY SYSTEMS,1787,Current,,,
1789,91000197,ATHLETIC OFFICIAL FOR CITY LEAGUES                ,24869,"SIMPLE COM TOOLS, LLC",CLOSED,PRO  (PRO SERVIC),,2010/08/19 00:00:00+00,1000,1000,10024,"SOUTHERN, JACOB DAVID",1788,31-60,,,
1790,91100779,CHILDREN FIRST OF BUNCOMBE COUNTY                 ,8125,AIKEN COST CONSULTANTS,CLOSED,GS   (GEN SERV),,2013/04/15 00:00:00+00,8700,8144.26,3396,CHILDREN FIRST/COMMUNITIES IN SCHOOLS OF BUNCOMBE,1789,Current,,,
1791,92000206,WEBSITE REDESIGN FOR NAME CHANGE                  ,30962,CRAIG PLOCICA,CLOSED,GS   (GEN SERV),,2020/06/08 00:00:00+00,17500,10278.75,33234,"DV-INTEGRITIVE, LLC",1790,61-90,,,
1792,91500088,LAKE CRAIG PROJECT - MASTER CONTRACT 91400173     ,19229,"WORKPLACE SOLUTIONS, LLC",CLOSED,CON  (CONSTUCT/R),,2016/03/31 00:00:00+00,234566.58,154933.27,5264,YOUNG & MCQUEEN GRADING CO.,1791,90+,,,
1793,91900062,BROWNFIELDS SURVEY FOR 200 BINGHAM ROAD           ,10758,"SPF MUSIC, LLC",CLOSED,PRO  (PRO SERVIC),EXEMPTION,2020/06/19 00:00:00+00,3500,0,7653,ED HOLMES & ASSOCIATES,1792,31-60,,,
1794,91700231,SOFTWARE LICENSING/CRIME ANALYSIS(LEXISNEXIS)     ,37736,ATLAS ENVIRONMENTAL INC,CLOSED,GS   (GEN SERV),,2020/04/20 00:00:00+00,29600,124336.16,25110,LEXISNEXIS RISK SOLUTIONS FL INC.,1793,61-90,,,
1795,92100352,SURVEY AND STAKEHOLDER SOFTWARE CONTRACT YEAR 2   ,27196,ANCHOR QEA OF NORTH CAROLINA PLLC,POSTED,GS   (GEN SERV),,2022/02/11 00:00:00+00,29999,59998,34375,"CITYZEN SOLUTIONS, INC.",1794,Current,,,
